BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Title,Description,RDataClass,DispatchClass,ResourceName
3.4,FungiDB-28_Ccinerea_okay7-130,GFF,http://FungiDB.org/common/downloads/Current_Release/Ccinerea_okay7-130/gff/data/FungiDB-28_Ccinerea_okay7-130.gff,28,Coprinopsis cinerea okayama7#130,240176,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coprinopsis cinerea okayama7#130,FungiDB 28 transcript information for Coprinopsis cinerea okayama7#130,GRanges,GRanges,FungiDB-28_Ccinerea_okay7-130.rda
3.4,FungiDB-28_Cgattii_R265,GFF,http://FungiDB.org/common/downloads/Current_Release/Cgattii_R265/gff/data/FungiDB-28_Cgattii_R265.gff,28,Cryptococcus gattii R265,294750,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptococcus gattii R265,FungiDB 28 transcript information for Cryptococcus gattii R265,GRanges,GRanges,FungiDB-28_Cgattii_R265.rda
3.4,FungiDB-28_Cgattii_WM276,GFF,http://FungiDB.org/common/downloads/Current_Release/Cgattii_WM276/gff/data/FungiDB-28_Cgattii_WM276.gff,28,Cryptococcus gattii WM276,367775,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptococcus gattii WM276,FungiDB 28 transcript information for Cryptococcus gattii WM276,GRanges,GRanges,FungiDB-28_Cgattii_WM276.rda
3.4,FungiDB-28_Cglabrata_CBS138,GFF,http://FungiDB.org/common/downloads/Current_Release/Cglabrata_CBS138/gff/data/FungiDB-28_Cglabrata_CBS138.gff,28,Candida glabrata CBS 138,284593,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Candida glabrata CBS 138,FungiDB 28 transcript information for Candida glabrata CBS 138,GRanges,GRanges,FungiDB-28_Cglabrata_CBS138.rda
3.4,FungiDB-28_Cimmitis_H538-4,GFF,http://FungiDB.org/common/downloads/Current_Release/Cimmitis_H538-4/gff/data/FungiDB-28_Cimmitis_H538-4.gff,28,Coccidioides immitis H538.4,396776,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coccidioides immitis H538.4,FungiDB 28 transcript information for Coccidioides immitis H538.4,GRanges,GRanges,FungiDB-28_Cimmitis_H538-4.rda
3.4,FungiDB-28_Cimmitis_RS,GFF,http://FungiDB.org/common/downloads/Current_Release/Cimmitis_RS/gff/data/FungiDB-28_Cimmitis_RS.gff,28,Coccidioides immitis RS,246410,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coccidioides immitis RS,FungiDB 28 transcript information for Coccidioides immitis RS,GRanges,GRanges,FungiDB-28_Cimmitis_RS.rda
3.4,FungiDB-28_Cneoformans_B-3501A,GFF,http://FungiDB.org/common/downloads/Current_Release/Cneoformans_B-3501A/gff/data/FungiDB-28_Cneoformans_B-3501A.gff,28,Cryptococcus neoformans var. neoformans B-3501A,283643,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptococcus neoformans var. neoformans B-3501A,FungiDB 28 transcript information for Cryptococcus neoformans var. neoformans B-3501A,GRanges,GRanges,FungiDB-28_Cneoformans_B-3501A.rda
3.4,FungiDB-28_Cneoformans_H99,GFF,http://FungiDB.org/common/downloads/Current_Release/Cneoformans_H99/gff/data/FungiDB-28_Cneoformans_H99.gff,28,Cryptococcus neoformans var. grubii H99,235443,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptococcus neoformans var. grubii H99,FungiDB 28 transcript information for Cryptococcus neoformans var. grubii H99,GRanges,GRanges,FungiDB-28_Cneoformans_H99.rda
3.4,FungiDB-28_Cneoformans_JEC21,GFF,http://FungiDB.org/common/downloads/Current_Release/Cneoformans_JEC21/gff/data/FungiDB-28_Cneoformans_JEC21.gff,28,Cryptococcus neoformans var. neoformans JEC21,214684,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Cryptococcus neoformans var. neoformans JEC21,FungiDB 28 transcript information for Cryptococcus neoformans var. neoformans JEC21,GRanges,GRanges,FungiDB-28_Cneoformans_JEC21.rda
3.4,FungiDB-28_Cposadasii_C735deltSOWgp,GFF,http://FungiDB.org/common/downloads/Current_Release/Cposadasii_C735deltSOWgp/gff/data/FungiDB-28_Cposadasii_C735deltSOWgp.gff,28,Coccidioides posadasii C735 delta SOWgp,222929,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coccidioides posadasii C735 delta SOWgp,FungiDB 28 transcript information for Coccidioides posadasii C735 delta SOWgp,GRanges,GRanges,FungiDB-28_Cposadasii_C735deltSOWgp.rda
3.4,FungiDB-28_CposadasiiRMSCC3488,GFF,http://FungiDB.org/common/downloads/Current_Release/CposadasiiRMSCC3488/gff/data/FungiDB-28_CposadasiiRMSCC3488.gff,28,Coccidioides posadasii RMSCC 3488,454284,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coccidioides posadasii RMSCC 3488,FungiDB 28 transcript information for Coccidioides posadasii RMSCC 3488,GRanges,GRanges,FungiDB-28_CposadasiiRMSCC3488.rda
3.4,FungiDB-28_CposadasiiSilveira,GFF,http://FungiDB.org/common/downloads/Current_Release/CposadasiiSilveira/gff/data/FungiDB-28_CposadasiiSilveira.gff,28,Coccidioides posadasii str. Silveira,443226,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Coccidioides posadasii str. Silveira,FungiDB 28 transcript information for Coccidioides posadasii str. Silveira,GRanges,GRanges,FungiDB-28_CposadasiiSilveira.rda
3.4,FungiDB-28_Fgraminearum_PH-1,GFF,http://FungiDB.org/common/downloads/Current_Release/Fgraminearum_PH-1/gff/data/FungiDB-28_Fgraminearum_PH-1.gff,28,Fusarium graminearum PH-1,229533,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Fusarium graminearum PH-1,FungiDB 28 transcript information for Fusarium graminearum PH-1,GRanges,GRanges,FungiDB-28_Fgraminearum_PH-1.rda
3.4,FungiDB-28_Foxysporum_4287,GFF,http://FungiDB.org/common/downloads/Current_Release/Foxysporum_4287/gff/data/FungiDB-28_Foxysporum_4287.gff,28,Fusarium oxysporum f. sp. lycopersici 4287,426428,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Fusarium oxysporum f. sp. lycopersici 4287,FungiDB 28 transcript information for Fusarium oxysporum f. sp. lycopersici 4287,GRanges,GRanges,FungiDB-28_Foxysporum_4287.rda
3.4,FungiDB-28_Fverticillioides_7600,GFF,http://FungiDB.org/common/downloads/Current_Release/Fverticillioides_7600/gff/data/FungiDB-28_Fverticillioides_7600.gff,28,Fusarium verticillioides 7600,334819,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Fusarium verticillioides 7600,FungiDB 28 transcript information for Fusarium verticillioides 7600,GRanges,GRanges,FungiDB-28_Fverticillioides_7600.rda
3.4,FungiDB-28_Harabidopsidis_Emoy2,GFF,http://FungiDB.org/common/downloads/Current_Release/Harabidopsidis_Emoy2/gff/data/FungiDB-28_Harabidopsidis_Emoy2.gff,28,Hyaloperonospora arabidopsidis Emoy2,559515,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Hyaloperonospora arabidopsidis Emoy2,FungiDB 28 transcript information for Hyaloperonospora arabidopsidis Emoy2,GRanges,GRanges,FungiDB-28_Harabidopsidis_Emoy2.rda
3.4,FungiDB-28_Mcircinelloides_CBS277-49,GFF,http://FungiDB.org/common/downloads/Current_Release/Mcircinelloides_CBS277-49/gff/data/FungiDB-28_Mcircinelloides_CBS277-49.gff,28,Mucor circinelloides f. lusitanicus CBS 277.49,747725,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Mucor circinelloides f. lusitanicus CBS 277.49,FungiDB 28 transcript information for Mucor circinelloides f. lusitanicus CBS 277.49,GRanges,GRanges,FungiDB-28_Mcircinelloides_CBS277-49.rda
3.4,FungiDB-28_Mglobosa_CBS7966,GFF,http://FungiDB.org/common/downloads/Current_Release/Mglobosa_CBS7966/gff/data/FungiDB-28_Mglobosa_CBS7966.gff,28,Malassezia globosa CBS 7966,425265,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Malassezia globosa CBS 7966,FungiDB 28 transcript information for Malassezia globosa CBS 7966,GRanges,GRanges,FungiDB-28_Mglobosa_CBS7966.rda
3.4,FungiDB-28_Mlarici-populina_98AG31,GFF,http://FungiDB.org/common/downloads/Current_Release/Mlarici-populina_98AG31/gff/data/FungiDB-28_Mlarici-populina_98AG31.gff,28,Melampsora larici-populina 98AG31,747676,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Melampsora larici-populina 98AG31,FungiDB 28 transcript information for Melampsora larici-populina 98AG31,GRanges,GRanges,FungiDB-28_Mlarici-populina_98AG31.rda
3.4,FungiDB-28_Moryzae_70-15,GFF,http://FungiDB.org/common/downloads/Current_Release/Moryzae_70-15/gff/data/FungiDB-28_Moryzae_70-15.gff,28,Magnaporthe oryzae 70-15,242507,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Magnaporthe oryzae 70-15,FungiDB 28 transcript information for Magnaporthe oryzae 70-15,GRanges,GRanges,FungiDB-28_Moryzae_70-15.rda
3.4,FungiDB-28_Ncrassa_OR74A,GFF,http://FungiDB.org/common/downloads/Current_Release/Ncrassa_OR74A/gff/data/FungiDB-28_Ncrassa_OR74A.gff,28,Neurospora crassa OR74A,367110,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Neurospora crassa OR74A,FungiDB 28 transcript information for Neurospora crassa OR74A,GRanges,GRanges,FungiDB-28_Ncrassa_OR74A.rda
3.4,FungiDB-28_Ndiscreta_FGSC8579,GFF,http://FungiDB.org/common/downloads/Current_Release/Ndiscreta_FGSC8579/gff/data/FungiDB-28_Ndiscreta_FGSC8579.gff,28,Neurospora discreta FGSC 8579,510953,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Neurospora discreta FGSC 8579,FungiDB 28 transcript information for Neurospora discreta FGSC 8579,GRanges,GRanges,FungiDB-28_Ndiscreta_FGSC8579.rda
3.4,FungiDB-28_Nfischeri_NRRL181,GFF,http://FungiDB.org/common/downloads/Current_Release/Nfischeri_NRRL181/gff/data/FungiDB-28_Nfischeri_NRRL181.gff,28,Neosartorya fischeri NRRL 181,331117,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Neosartorya fischeri NRRL 181,FungiDB 28 transcript information for Neosartorya fischeri NRRL 181,GRanges,GRanges,FungiDB-28_Nfischeri_NRRL181.rda
3.4,FungiDB-28_Ntetrasperma_FGSC2508,GFF,http://FungiDB.org/common/downloads/Current_Release/Ntetrasperma_FGSC2508/gff/data/FungiDB-28_Ntetrasperma_FGSC2508.gff,28,Neurospora tetrasperma FGSC 2508,510951,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Neurospora tetrasperma FGSC 2508,FungiDB 28 transcript information for Neurospora tetrasperma FGSC 2508,GRanges,GRanges,FungiDB-28_Ntetrasperma_FGSC2508.rda
3.4,FungiDB-28_Paphanidermatum_DAOMBR444,GFF,http://FungiDB.org/common/downloads/Current_Release/Paphanidermatum_DAOMBR444/gff/data/FungiDB-28_Paphanidermatum_DAOMBR444.gff,28,Pythium aphanidermatum DAOM BR444,1223555,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium aphanidermatum DAOM BR444,FungiDB 28 transcript information for Pythium aphanidermatum DAOM BR444,GRanges,GRanges,FungiDB-28_Paphanidermatum_DAOMBR444.rda
3.4,FungiDB-28_Parrhenomanes_ATCC12531,GFF,http://FungiDB.org/common/downloads/Current_Release/Parrhenomanes_ATCC12531/gff/data/FungiDB-28_Parrhenomanes_ATCC12531.gff,28,Pythium arrhenomanes ATCC 12531,1223556,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium arrhenomanes ATCC 12531,FungiDB 28 transcript information for Pythium arrhenomanes ATCC 12531,GRanges,GRanges,FungiDB-28_Parrhenomanes_ATCC12531.rda
3.4,FungiDB-28_Pblakesleeanus_NRRL1555-,GFF,http://FungiDB.org/common/downloads/Current_Release/Pblakesleeanus_NRRL1555-/gff/data/FungiDB-28_Pblakesleeanus_NRRL1555-.gff,28,Phycomyces blakesleeanus NRRL 1555(-),763407,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phycomyces blakesleeanus NRRL 1555(-),FungiDB 28 transcript information for Phycomyces blakesleeanus NRRL 1555(-),GRanges,GRanges,FungiDB-28_Pblakesleeanus_NRRL1555-.rda
3.4,FungiDB-28_Pcapsici_LT1534,GFF,http://FungiDB.org/common/downloads/Current_Release/Pcapsici_LT1534/gff/data/FungiDB-28_Pcapsici_LT1534.gff,28,Phytophthora capsici LT1534,763924,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora capsici LT1534,FungiDB 28 transcript information for Phytophthora capsici LT1534,GRanges,GRanges,FungiDB-28_Pcapsici_LT1534.rda
3.4,FungiDB-28_Pchrysosporium_RP-78,GFF,http://FungiDB.org/common/downloads/Current_Release/Pchrysosporium_RP-78/gff/data/FungiDB-28_Pchrysosporium_RP-78.gff,28,Phanerochaete chrysosporium RP-78,273507,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phanerochaete chrysosporium RP-78,FungiDB 28 transcript information for Phanerochaete chrysosporium RP-78,GRanges,GRanges,FungiDB-28_Pchrysosporium_RP-78.rda
3.4,FungiDB-28_Pcinnamomi_CBS144-22,GFF,http://FungiDB.org/common/downloads/Current_Release/Pcinnamomi_CBS144-22/gff/data/FungiDB-28_Pcinnamomi_CBS144-22.gff,28,Phytophthora cinnamomi var. cinnamomi,622258,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora cinnamomi var. cinnamomi,FungiDB 28 transcript information for Phytophthora cinnamomi var. cinnamomi,GRanges,GRanges,FungiDB-28_Pcinnamomi_CBS144-22.rda
3.4,FungiDB-28_Pgraminis_CRL75-36-700-3,GFF,http://FungiDB.org/common/downloads/Current_Release/Pgraminis_CRL75-36-700-3/gff/data/FungiDB-28_Pgraminis_CRL75-36-700-3.gff,28,Puccinia graminis f. sp. tritici CRL 75-36-700-3,418459,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Puccinia graminis f. sp. tritici CRL 75-36-700-3,FungiDB 28 transcript information for Puccinia graminis f. sp. tritici CRL 75-36-700-3,GRanges,GRanges,FungiDB-28_Pgraminis_CRL75-36-700-3.rda
3.4,FungiDB-28_Pinfestans_T30-4,GFF,http://FungiDB.org/common/downloads/Current_Release/Pinfestans_T30-4/gff/data/FungiDB-28_Pinfestans_T30-4.gff,28,Phytophthora infestans T30-4,403677,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora infestans T30-4,FungiDB 28 transcript information for Phytophthora infestans T30-4,GRanges,GRanges,FungiDB-28_Pinfestans_T30-4.rda
3.4,FungiDB-28_Pirregulare_DAOMBR486,GFF,http://FungiDB.org/common/downloads/Current_Release/Pirregulare_DAOMBR486/gff/data/FungiDB-28_Pirregulare_DAOMBR486.gff,28,Pythium irregulare DAOM BR486,1223557,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium irregulare DAOM BR486,FungiDB 28 transcript information for Pythium irregulare DAOM BR486,GRanges,GRanges,FungiDB-28_Pirregulare_DAOMBR486.rda
3.4,FungiDB-28_Piwayamai_DAOMBR242034,GFF,http://FungiDB.org/common/downloads/Current_Release/Piwayamai_DAOMBR242034/gff/data/FungiDB-28_Piwayamai_DAOMBR242034.gff,28,Pythium iwayamai DAOM BR242034,1223558,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium iwayamai DAOM BR242034,FungiDB 28 transcript information for Pythium iwayamai DAOM BR242034,GRanges,GRanges,FungiDB-28_Piwayamai_DAOMBR242034.rda
3.4,FungiDB-28_Pjirovecii_SE8,GFF,http://FungiDB.org/common/downloads/Current_Release/Pjirovecii_SE8/gff/data/FungiDB-28_Pjirovecii_SE8.gff,28,Pneumocystis jirovecii SE8,1209962,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pneumocystis jirovecii SE8,FungiDB 28 transcript information for Pneumocystis jirovecii SE8,GRanges,GRanges,FungiDB-28_Pjirovecii_SE8.rda
3.4,FungiDB-28_Pparasitica_INRA-310,GFF,http://FungiDB.org/common/downloads/Current_Release/Pparasitica_INRA-310/gff/data/FungiDB-28_Pparasitica_INRA-310.gff,28,Phytophthora parasitica INRA-310,761204,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora parasitica INRA-310,FungiDB 28 transcript information for Phytophthora parasitica INRA-310,GRanges,GRanges,FungiDB-28_Pparasitica_INRA-310.rda
3.4,FungiDB-28_Pramorum_Pr-102,GFF,http://FungiDB.org/common/downloads/Current_Release/Pramorum_Pr-102/gff/data/FungiDB-28_Pramorum_Pr-102.gff,28,Phytophthora ramorum,164328,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora ramorum,FungiDB 28 transcript information for Phytophthora ramorum,GRanges,GRanges,FungiDB-28_Pramorum_Pr-102.rda
3.4,FungiDB-28_Psojae_P6497,GFF,http://FungiDB.org/common/downloads/Current_Release/Psojae_P6497/gff/data/FungiDB-28_Psojae_P6497.gff,28,Phytophthora sojae,67593,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Phytophthora sojae,FungiDB 28 transcript information for Phytophthora sojae,GRanges,GRanges,FungiDB-28_Psojae_P6497.rda
3.4,FungiDB-28_Pultimum_BR650,GFF,http://FungiDB.org/common/downloads/Current_Release/Pultimum_BR650/gff/data/FungiDB-28_Pultimum_BR650.gff,28,Pythium ultimum var. sporangiiferum BR650,1223559,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium ultimum var. sporangiiferum BR650,FungiDB 28 transcript information for Pythium ultimum var. sporangiiferum BR650,GRanges,GRanges,FungiDB-28_Pultimum_BR650.rda
3.4,FungiDB-28_Pultimum_DAOMBR144,GFF,http://FungiDB.org/common/downloads/Current_Release/Pultimum_DAOMBR144/gff/data/FungiDB-28_Pultimum_DAOMBR144.gff,28,Pythium ultimum DAOM BR144,431595,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium ultimum DAOM BR144,FungiDB 28 transcript information for Pythium ultimum DAOM BR144,GRanges,GRanges,FungiDB-28_Pultimum_DAOMBR144.rda
3.4,FungiDB-28_Pvexans_DAOMBR484,GFF,http://FungiDB.org/common/downloads/Current_Release/Pvexans_DAOMBR484/gff/data/FungiDB-28_Pvexans_DAOMBR484.gff,28,Pythium vexans DAOM BR484,1223560,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Transcript information for Pythium vexans DAOM BR484,FungiDB 28 transcript information for Pythium vexans DAOM BR484,GRanges,GRanges,FungiDB-28_Pvexans_DAOMBR484.rda
