BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,FungiDB-44_CalbicansSC5314,6468,6208,GFF,http://FungiDB.org/common/downloads/release-44/CalbicansSC5314/gff/data/FungiDB-44_CalbicansSC5314.gff,44,Candida albicans SC5314,237561,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.albicans.SC5314.v44,GRanges.Candida.albicans.SC5314.v44.rda,fungidb.Candida.albicans.SC5314.v44,org.Calbicans.SC5314.v44.eg.db,TxDb.Candida.albicans.SC5314.FungiDB.v44,SC5314,Candida albicans SC5314,,,EuPathDB/BSgenome/3.9/BSGenome.Candida.albicans.SC5314.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Candida.albicans.SC5314.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Candida.albicans.SC5314.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Calbicans.SC5314.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Candida.albicans.SC5314.FungiDB.v44.sqlite,Candida albicans SC5314,Transcript information for Candida albicans SC5314,FungiDB 44 transcript information for Candida albicans SC5314,GRanges,GRanges,GRanges.Candida.albicans.SC5314.v44.rda,EuPathDB/GRanges/3.9/GRanges.Candida.albicans.SC5314.v44.rda
3.9,FungiDB-44_CalbicansWO1,6285,6086,GFF,http://FungiDB.org/common/downloads/release-44/CalbicansWO1/gff/data/FungiDB-44_CalbicansWO1.gff,44,Candida albicans WO-1,294748,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.albicans.WO.1.v44,GRanges.Candida.albicans.WO.1.v44.rda,fungidb.Candida.albicans.WO.1.v44,org.Calbicans.WO.1.v44.eg.db,TxDb.Candida.albicans.WO.1.FungiDB.v44,WO.1,Candida albicans WO 1,,,EuPathDB/BSgenome/3.9/BSGenome.Candida.albicans.WO.1.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Candida.albicans.WO.1.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Candida.albicans.WO.1.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Calbicans.WO.1.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Candida.albicans.WO.1.FungiDB.v44.sqlite,Candida albicans WO-1,Transcript information for Candida albicans WO 1,FungiDB 44 transcript information for Candida albicans WO 1,GRanges,GRanges,GRanges.Candida.albicans.WO.1.v44.rda,EuPathDB/GRanges/3.9/GRanges.Candida.albicans.WO.1.v44.rda
3.9,FungiDB-44_CparapsilosisCDC317,5984,5646,GFF,http://FungiDB.org/common/downloads/release-44/CparapsilosisCDC317/gff/data/FungiDB-44_CparapsilosisCDC317.gff,44,Candida parapsilosis CDC317,578454,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.parapsilosis.CDC317.v44,GRanges.Candida.parapsilosis.CDC317.v44.rda,fungidb.Candida.parapsilosis.CDC317.v44,org.Cparapsilosis.CDC317.v44.eg.db,TxDb.Candida.parapsilosis.CDC317.FungiDB.v44,CDC317,Candida parapsilosis CDC317,,,EuPathDB/BSgenome/3.9/BSGenome.Candida.parapsilosis.CDC317.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Candida.parapsilosis.CDC317.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Candida.parapsilosis.CDC317.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cparapsilosis.CDC317.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Candida.parapsilosis.CDC317.FungiDB.v44.sqlite,Candida parapsilosis CDC317,Transcript information for Candida parapsilosis CDC317,FungiDB 44 transcript information for Candida parapsilosis CDC317,GRanges,GRanges,GRanges.Candida.parapsilosis.CDC317.v44.rda,EuPathDB/GRanges/3.9/GRanges.Candida.parapsilosis.CDC317.v44.rda
3.9,FungiDB-44_CtropicalisMYA3404,6441,5992,GFF,http://FungiDB.org/common/downloads/release-44/CtropicalisMYA3404/gff/data/FungiDB-44_CtropicalisMYA3404.gff,44,Candida tropicalis MYA-3404,294747,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.tropicalis.MYA.3404.v44,GRanges.Candida.tropicalis.MYA.3404.v44.rda,fungidb.Candida.tropicalis.MYA.3404.v44,org.Ctropicalis.MYA.3404.v44.eg.db,TxDb.Candida.tropicalis.MYA.3404.FungiDB.v44,MYA.3404,Candida tropicalis MYA 3404,,,EuPathDB/BSgenome/3.9/BSGenome.Candida.tropicalis.MYA.3404.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Candida.tropicalis.MYA.3404.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Candida.tropicalis.MYA.3404.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Ctropicalis.MYA.3404.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Candida.tropicalis.MYA.3404.FungiDB.v44.sqlite,Candida tropicalis MYA-3404,Transcript information for Candida tropicalis MYA 3404,FungiDB 44 transcript information for Candida tropicalis MYA 3404,GRanges,GRanges,GRanges.Candida.tropicalis.MYA.3404.v44.rda,EuPathDB/GRanges/3.9/GRanges.Candida.tropicalis.MYA.3404.v44.rda
3.9,FungiDB-44_ClusitaniaeATCC42720,6153,5303,GFF,http://FungiDB.org/common/downloads/release-44/ClusitaniaeATCC42720/gff/data/FungiDB-44_ClusitaniaeATCC42720.gff,44,Clavispora lusitaniae ATCC 42720,306902,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Clavispora.lusitaniae.ATCC.42720.v44,GRanges.Clavispora.lusitaniae.ATCC.42720.v44.rda,fungidb.Clavispora.lusitaniae.ATCC.42720.v44,org.Clusitaniae.ATCC.42720.v44.eg.db,TxDb.Clavispora.lusitaniae.ATCC.42720.FungiDB.v44,ATCC.42720,Clavispora lusitaniae ATCC 42720,,,EuPathDB/BSgenome/3.9/BSGenome.Clavispora.lusitaniae.ATCC.42720.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Clavispora.lusitaniae.ATCC.42720.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Clavispora.lusitaniae.ATCC.42720.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Clusitaniae.ATCC.42720.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Clavispora.lusitaniae.ATCC.42720.FungiDB.v44.sqlite,Clavispora lusitaniae ATCC 42720,Transcript information for Clavispora lusitaniae ATCC 42720,FungiDB 44 transcript information for Clavispora lusitaniae ATCC 42720,GRanges,GRanges,GRanges.Clavispora.lusitaniae.ATCC.42720.v44.rda,EuPathDB/GRanges/3.9/GRanges.Clavispora.lusitaniae.ATCC.42720.v44.rda
3.9,FungiDB-44_CimmitisH538-4,10724,9444,GFF,http://FungiDB.org/common/downloads/release-44/CimmitisH538-4/gff/data/FungiDB-44_CimmitisH538-4.gff,44,Coccidioides immitis H538.4,396776,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.H538.4.v44,GRanges.Coccidioides.immitis.H538.4.v44.rda,fungidb.Coccidioides.immitis.H538.4.v44,org.Cimmitis.H538.4.v44.eg.db,TxDb.Coccidioides.immitis.H538.4.FungiDB.v44,H538.4,Coccidioides immitis H538 4,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.immitis.H538.4.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.H538.4.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.H538.4.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cimmitis.H538.4.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.immitis.H538.4.FungiDB.v44.sqlite,Coccidioides immitis H538.4,Transcript information for Coccidioides immitis H538 4,FungiDB 44 transcript information for Coccidioides immitis H538 4,GRanges,GRanges,GRanges.Coccidioides.immitis.H538.4.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.H538.4.v44.rda
3.9,FungiDB-44_CimmitisRMSCC2394,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CimmitisRMSCC2394/gff/data/FungiDB-44_CimmitisRMSCC2394.gff,44,Coccidioides immitis RMSCC 2394,404692,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.2394.v44,GRanges.Coccidioides.immitis.RMSCC.2394.v44.rda,fungidb.Coccidioides.immitis.RMSCC.2394.v44,org.Cimmitis.RMSCC.2394.v44.eg.db,TxDb.Coccidioides.immitis.RMSCC.2394.FungiDB.v44,RMSCC.2394,Coccidioides immitis RMSCC 2394,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.immitis.RMSCC.2394.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RMSCC.2394.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RMSCC.2394.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cimmitis.RMSCC.2394.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.immitis.RMSCC.2394.FungiDB.v44.sqlite,Coccidioides immitis RMSCC 2394,Transcript information for Coccidioides immitis RMSCC 2394,FungiDB 44 transcript information for Coccidioides immitis RMSCC 2394,GRanges,GRanges,GRanges.Coccidioides.immitis.RMSCC.2394.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RMSCC.2394.v44.rda
3.9,FungiDB-44_CimmitisRMSCC3703,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CimmitisRMSCC3703/gff/data/FungiDB-44_CimmitisRMSCC3703.gff,44,Coccidioides immitis RMSCC 3703,454286,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.3703.v44,GRanges.Coccidioides.immitis.RMSCC.3703.v44.rda,fungidb.Coccidioides.immitis.RMSCC.3703.v44,org.Cimmitis.RMSCC.3703.v44.eg.db,TxDb.Coccidioides.immitis.RMSCC.3703.FungiDB.v44,RMSCC.3703,Coccidioides immitis RMSCC 3703,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.immitis.RMSCC.3703.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RMSCC.3703.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RMSCC.3703.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cimmitis.RMSCC.3703.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.immitis.RMSCC.3703.FungiDB.v44.sqlite,Coccidioides immitis RMSCC 3703,Transcript information for Coccidioides immitis RMSCC 3703,FungiDB 44 transcript information for Coccidioides immitis RMSCC 3703,GRanges,GRanges,GRanges.Coccidioides.immitis.RMSCC.3703.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RMSCC.3703.v44.rda
3.9,FungiDB-44_CimmitisRS,9905,9757,GFF,http://FungiDB.org/common/downloads/release-44/CimmitisRS/gff/data/FungiDB-44_CimmitisRS.gff,44,Coccidioides immitis RS,246410,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RS.v44,GRanges.Coccidioides.immitis.RS.v44.rda,fungidb.Coccidioides.immitis.RS.v44,org.Cimmitis.RS.v44.eg.db,TxDb.Coccidioides.immitis.RS.FungiDB.v44,RS,Coccidioides immitis RS,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.immitis.RS.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RS.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RS.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cimmitis.RS.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.immitis.RS.FungiDB.v44.sqlite,Coccidioides immitis RS,Transcript information for Coccidioides immitis RS,FungiDB 44 transcript information for Coccidioides immitis RS,GRanges,GRanges,GRanges.Coccidioides.immitis.RS.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.immitis.RS.v44.rda
3.9,FungiDB-44_CposadasiiC735deltSOWgp,7255,7213,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiC735deltSOWgp/gff/data/FungiDB-44_CposadasiiC735deltSOWgp.gff,44,Coccidioides posadasii C735 delta SOWgp,222929,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.C735.delta.SOWgp.v44,GRanges.Coccidioides.posadasii.C735.delta.SOWgp.v44.rda,fungidb.Coccidioides.posadasii.C735.delta.SOWgp.v44,org.Cposadasii.C735.delta.SOWgp.v44.eg.db,TxDb.Coccidioides.posadasii.C735.delta.SOWgp.FungiDB.v44,C735.delta.SOWgp,Coccidioides posadasii C735 delta SOWgp,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.C735.delta.SOWgp.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.C735.delta.SOWgp.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.C735.delta.SOWgp.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.C735.delta.SOWgp.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.C735.delta.SOWgp.FungiDB.v44.sqlite,Coccidioides posadasii C735 delta SOWgp,Transcript information for Coccidioides posadasii C735 delta SOWgp,FungiDB 44 transcript information for Coccidioides posadasii C735 delta SOWgp,GRanges,GRanges,GRanges.Coccidioides.posadasii.C735.delta.SOWgp.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.C735.delta.SOWgp.v44.rda
3.9,FungiDB-44_CposadasiiCPA0001,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiCPA0001/gff/data/FungiDB-44_CposadasiiCPA0001.gff,44,Coccidioides posadasii CPA 0001,469472,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0001.v44,GRanges.Coccidioides.posadasii.CPA.0001.v44.rda,fungidb.Coccidioides.posadasii.CPA.0001.v44,org.Cposadasii.CPA.0001.v44.eg.db,TxDb.Coccidioides.posadasii.CPA.0001.FungiDB.v44,CPA.0001,Coccidioides posadasii CPA 0001,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.CPA.0001.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0001.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.CPA.0001.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.CPA.0001.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.CPA.0001.FungiDB.v44.sqlite,Coccidioides posadasii CPA 0001,Transcript information for Coccidioides posadasii CPA 0001,FungiDB 44 transcript information for Coccidioides posadasii CPA 0001,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0001.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0001.v44.rda
3.9,FungiDB-44_CposadasiiCPA0020,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiCPA0020/gff/data/FungiDB-44_CposadasiiCPA0020.gff,44,Coccidioides posadasii CPA 0020,490068,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0020.v44,GRanges.Coccidioides.posadasii.CPA.0020.v44.rda,fungidb.Coccidioides.posadasii.CPA.0020.v44,org.Cposadasii.CPA.0020.v44.eg.db,TxDb.Coccidioides.posadasii.CPA.0020.FungiDB.v44,CPA.0020,Coccidioides posadasii CPA 0020,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.CPA.0020.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0020.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.CPA.0020.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.CPA.0020.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.CPA.0020.FungiDB.v44.sqlite,Coccidioides posadasii CPA 0020,Transcript information for Coccidioides posadasii CPA 0020,FungiDB 44 transcript information for Coccidioides posadasii CPA 0020,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0020.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0020.v44.rda
3.9,FungiDB-44_CposadasiiCPA0066,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiCPA0066/gff/data/FungiDB-44_CposadasiiCPA0066.gff,44,Coccidioides posadasii CPA 0066,490069,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0066.v44,GRanges.Coccidioides.posadasii.CPA.0066.v44.rda,fungidb.Coccidioides.posadasii.CPA.0066.v44,org.Cposadasii.CPA.0066.v44.eg.db,TxDb.Coccidioides.posadasii.CPA.0066.FungiDB.v44,CPA.0066,Coccidioides posadasii CPA 0066,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.CPA.0066.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0066.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.CPA.0066.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.CPA.0066.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.CPA.0066.FungiDB.v44.sqlite,Coccidioides posadasii CPA 0066,Transcript information for Coccidioides posadasii CPA 0066,FungiDB 44 transcript information for Coccidioides posadasii CPA 0066,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0066.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.CPA.0066.v44.rda
3.9,FungiDB-44_CposadasiiRMSCC1037,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiRMSCC1037/gff/data/FungiDB-44_CposadasiiRMSCC1037.gff,44,Coccidioides posadasii RMSCC 1037,490065,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.1037.v44,GRanges.Coccidioides.posadasii.RMSCC.1037.v44.rda,fungidb.Coccidioides.posadasii.RMSCC.1037.v44,org.Cposadasii.RMSCC.1037.v44.eg.db,TxDb.Coccidioides.posadasii.RMSCC.1037.FungiDB.v44,RMSCC.1037,Coccidioides posadasii RMSCC 1037,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.RMSCC.1037.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.1037.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.RMSCC.1037.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.RMSCC.1037.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.RMSCC.1037.FungiDB.v44.sqlite,Coccidioides posadasii RMSCC 1037,Transcript information for Coccidioides posadasii RMSCC 1037,FungiDB 44 transcript information for Coccidioides posadasii RMSCC 1037,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.1037.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.1037.v44.rda
3.9,FungiDB-44_CposadasiiRMSCC1038,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiRMSCC1038/gff/data/FungiDB-44_CposadasiiRMSCC1038.gff,44,Coccidioides posadasii RMSCC 1038,490066,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.1038.v44,GRanges.Coccidioides.posadasii.RMSCC.1038.v44.rda,fungidb.Coccidioides.posadasii.RMSCC.1038.v44,org.Cposadasii.RMSCC.1038.v44.eg.db,TxDb.Coccidioides.posadasii.RMSCC.1038.FungiDB.v44,RMSCC.1038,Coccidioides posadasii RMSCC 1038,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.RMSCC.1038.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.1038.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.RMSCC.1038.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.RMSCC.1038.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.RMSCC.1038.FungiDB.v44.sqlite,Coccidioides posadasii RMSCC 1038,Transcript information for Coccidioides posadasii RMSCC 1038,FungiDB 44 transcript information for Coccidioides posadasii RMSCC 1038,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.1038.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.1038.v44.rda
3.9,FungiDB-44_CposadasiiRMSCC2133,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiRMSCC2133/gff/data/FungiDB-44_CposadasiiRMSCC2133.gff,44,Coccidioides posadasii RMSCC 2133,469470,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.2133.v44,GRanges.Coccidioides.posadasii.RMSCC.2133.v44.rda,fungidb.Coccidioides.posadasii.RMSCC.2133.v44,org.Cposadasii.RMSCC.2133.v44.eg.db,TxDb.Coccidioides.posadasii.RMSCC.2133.FungiDB.v44,RMSCC.2133,Coccidioides posadasii RMSCC 2133,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.RMSCC.2133.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.2133.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.RMSCC.2133.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.RMSCC.2133.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.RMSCC.2133.FungiDB.v44.sqlite,Coccidioides posadasii RMSCC 2133,Transcript information for Coccidioides posadasii RMSCC 2133,FungiDB 44 transcript information for Coccidioides posadasii RMSCC 2133,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.2133.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.2133.v44.rda
3.9,FungiDB-44_CposadasiiRMSCC3488,10016,9897,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiRMSCC3488/gff/data/FungiDB-44_CposadasiiRMSCC3488.gff,44,Coccidioides posadasii RMSCC 3488,454284,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.3488.v44,GRanges.Coccidioides.posadasii.RMSCC.3488.v44.rda,fungidb.Coccidioides.posadasii.RMSCC.3488.v44,org.Cposadasii.RMSCC.3488.v44.eg.db,TxDb.Coccidioides.posadasii.RMSCC.3488.FungiDB.v44,RMSCC.3488,Coccidioides posadasii RMSCC 3488,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.RMSCC.3488.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.3488.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.RMSCC.3488.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.RMSCC.3488.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.RMSCC.3488.FungiDB.v44.sqlite,Coccidioides posadasii RMSCC 3488,Transcript information for Coccidioides posadasii RMSCC 3488,FungiDB 44 transcript information for Coccidioides posadasii RMSCC 3488,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.3488.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.3488.v44.rda
3.9,FungiDB-44_CposadasiiRMSCC3700,NA,NA,GFF,http://FungiDB.org/common/downloads/release-44/CposadasiiRMSCC3700/gff/data/FungiDB-44_CposadasiiRMSCC3700.gff,44,Coccidioides posadasii RMSCC 3700,469471,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.3700.v44,GRanges.Coccidioides.posadasii.RMSCC.3700.v44.rda,fungidb.Coccidioides.posadasii.RMSCC.3700.v44,org.Cposadasii.RMSCC.3700.v44.eg.db,TxDb.Coccidioides.posadasii.RMSCC.3700.FungiDB.v44,RMSCC.3700,Coccidioides posadasii RMSCC 3700,,,EuPathDB/BSgenome/3.9/BSGenome.Coccidioides.posadasii.RMSCC.3700.v44/single_sequences.2bit,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.3700.v44.rda,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.RMSCC.3700.v44/graphInfo.rda,EuPathDB/OrgDb/3.9/org.Cposadasii.RMSCC.3700.v44.eg.sqlite,EuPathDB/TxDb/3.9/TxDb.Coccidioides.posadasii.RMSCC.3700.FungiDB.v44.sqlite,Coccidioides posadasii RMSCC 3700,Transcript information for Coccidioides posadasii RMSCC 3700,FungiDB 44 transcript information for Coccidioides posadasii RMSCC 3700,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.3700.v44.rda,EuPathDB/GRanges/3.9/GRanges.Coccidioides.posadasii.RMSCC.3700.v44.rda
